"id","nombre_iniciativa","componente_innovador","descripcion_iniciativa"
"326","Guayungas Hub Invernadero Cultural","El Invernadero Cultural Guayungas Hub, es una plataforma -laboratorio digital de creación, circulación y capacitación en las artes emergentes ecuatorianas que conecta contenidos, visibilizando múltiples materialidades en las artes visuales y sonoras en Ecuador y sus nuevas narrativas, donde se aprovecha al internet como un espacio público que consolida un puente conectando nodos de redes entre los comunes. 
A través de estas nuevas narrativas que se conjugan entre sí, se potencian los diálogos con la actualidad, futuro sostenible, salud, el medio ambiente, género y tecnologías exponenciales aplicadas a las artes contemporáneas.","Plataforma digital de creación, circulación y capacitación en las artes contemporáneas, impulsada por el Colectivo Central Dogma, que surge como reconocimiento y apoyo al trabajo de lxs creadorxs emergentes ecuatorianxs, a partir de la necesidad de considerar a las artes y a la cultura como herramientas generadoras de estrategias para garantizar la salud integral de las personas y promover procesos ciudadanos de resiliencia y recomposición del tejido social causada por la emergencia sanitaria mundial del coronavirus."
"373","Guayusa Científica","En este espacio los participantes exponen sus artículos científicos, aportando de esta manera a la construcción de conocimiento en conjunto, resolviendo dudas y posiciones como resultado de esta interacción.","Es un programa donde se proponen un conjunto de actividades que permite a investigadores interactuar con la comunidad, a través de espacios destinados para seminarios y divulgación de contenido científico con énfasis en plantas."
"245","Hablemos en Positivo","Comunicación y sensibilización enfocada en visibilizar y promover los derechos humanos de las personas LGBTIQ+ en situación de movilidad humana por medio de compartir historias de vida, desmitificar el COVID-19 y VIH. Así también con la entrega de kits de salud sexual y reproductiva.","Fomentar la salud y la prevención de enfermedades de transmisión sexual (VIH y otras ETS) y de la COVID-19 mediante la sensibilización, visibilización y promoción de los derechos humanos de las personas LGBTIQ+ en situación de movilidad humana."
"239","Hackathon 2021","Los emprendedores recibirán un speed mentoring a cargo de expertos en el área de su idea de negocio, además asesoría para el escalamiento de su idea de negocio. Los12 mejores proyectos pasarán a las fases de incubación y aceleración y recibirán un capital semilla en especie para continuar con el desarrollo y mejoramiento de su prototipo.","Es un evento de innovación donde se presentarán 28 productos y/o servicios tecnológicos, digitales, ambientales, robótica, moda, y gastronomía, entre otros, desarrollados por 60 jóvenes tungurahuenses, quienes han pasado por un programa integral de emprendimiento. Este evento reúne a jóvenes emprendedores, empresarios, académicos y expertos, lo que aporta al fortalecimiento del ecosistema emprendedor de la provincia de Tungurahua."
"131","Handeyes","Mediante un dispositivo electrónico, ayuda a las personas con discapacidad visual para alertar mediante vibraciones y sonidos, obstaculos enfrente de ellos.","Es un dispositivo electrónico para personas con discapacidad visual que a través de vibraciones y sonidos alerta al usuario de obstáculos que se encuentran frente a él y así pueda evitar golpes."
"162","Hosh","Uso de materiales ambientalmente amigables para cambiar paradigmas de vestimenta y consumo responsables.","""hosh"" (""nieve"" en kawesqar) es una marca de ecodiseño de vestuario, productos y accesorios en constante movimiento en pro de la ecología. trabajamos con materia prima reciclada, fibras de origen animal y vegetal con la intención de que nuestros productos causen el menor impacto posible desde su fabricación hasta la puesta en el anaquel."
"142","Huella de carbono","Mediante la medición de la huella de carbono busca fortalecer la competitividad, otros beneficios son optimización de procesos e inducción de innovación.","CORPEI, con el apoyo del Ministerio del Ambiente, tiene el agrado de invitarlo a participar en la IV Edición del Proyecto de “Medición de Huella de Carbono de Productos”, el cual busca fortalecer la competitividad de las empresas a través de la implementación de la medición de la Huella de Carbono."
"168","Humana Pueblo a Pueblo","Uso del conocimiento y la interacción social para crear estrategias para salir de la pobreza.","Humana Pueblo a Pueblo – Ecuador es una fundación sin fines de lucro que comenzó a trabajar en Ecuador en junio de 2007. Nace mediante Acuerdo con el Ministerio de Inclusión Económica y Social (MIES) en mayo de 2008, está registrada en el Sistema Unificado de Información de Organizaciones Sociales (SUIOS) y cuenta con acreditación para recibir fondos públicos."
"93","I3LAB Education","Realización de cursos formales, talleres, eventos, concursos y coaching fundamentados en la formación experiencial, multidisciplinaria y vinculada al entorno.","Desarrollamos las competencias y la cultura emprendedora dentro y fuera de la universidad a través de cursos formales, talleres, eventos, concursos y coaching fundamentados en la formación experiencial, multidisciplinaria y vinculada al entorno."
"95","I3LAB Outreach","Design Thinking, Análisis de Tendencias, Prototipo Rápido y otras metodologías y herramientas  que permiten potenciar una organización y generar impacto.","Ayudamos a integrar y desarrollar organizaciones innovadoras y a concebir productos y servicios de mayor valor que le permitan satisfacer las necesidades de sus clientes y usuarios."
"94","I3LAB Startups","Se busca transformar el entorno promoviendo la interacción, creando innovación y logrando impacto.”","Proveemos incubación de startups, mentoría y contactos con entidades y expertos de ESPOL, de Guayaquil y del Mundo para ayudar a potenciar emprendimientos dinámicos e innovadores.   Facilitamos infraestructura a través de nuestro coworking, laboratorios y el fablab Asiri."
"96","I3LAB T-Transfer","Alianzas estratégicas y outsourcing de I + D, investigación y desarrollo patrocinados, proyectos puntuales estudios y desafíos.","Conectamos la investigación con el mercado para lograr el bienestar social y el desarrollo del país y la región. La ciencia y la tecnología ofrecen oportunidades de generar nuevas soluciones a los problemas de la sociedad y permiten a las empresas generar valor exportable."
"90","IMPACT DAY","Promoción de energías sostenibles.","Nuestra iniciativa implica en un dia de trabajo comunitario en alguna comunidad vulnerable donde apoyamos para colocar luminarias activadas con energía solar. Asi mismo hemos apoyado a escuelas y colegios de Fe y Alegría para hacer mingas de limpieza, reparación y pintura de los establecimientos."
"116","IMPACT DAY","Promoción de energías sostenibles.","Nuestra iniciativa implica en un dia de trabajo comunitario en alguna comunidad vulnerable donde apoyamos para colocar luminarias activadas con energía solar. Asi mismo hemos apoyado a escuelas y colegios de Fe y Alegría para hacer mingas de limpieza, reparación y pintura de los establecimientos."
"74","INSTITUTO DE DESARROLLO PROFESIONAL – IDEPRO","Por medio de capacitaciones y actividades de educación continua, ayudan a mejorar el sector empresarial del país","Brindar servicios de capacitación al sector empresarial del país, promoviendo y generando actividades de formación continua, competencias laborales y asesorías, mediante el aprendizaje y la utilización de las herramientas tecnológicas, pedagógicas y de gestión más actualizadas, aportando valor a los socios de la Cámara de Comercio de Guayaquil y al público en general."
"115","INÉDITA","Diseño bioclimático","Enfoque sistémico del diseño bioclimático y la construcción de un arquetipo de vivienda de interés social para habitantes de Monte Sinahí con el uso de Ecomateriales producto de investigaciones realizadas en la Universidad Católica de Santiago de Guayaquil."
"163","Idukay","Uso de tecnologías en la comunicación y difusión educativa.","""Idukay es una plataforma que se despliega como SaaS (Software as a Service) en la nube, lo que permite que la aplicación esté disponible de manera prácticamente inmediata. En el aspecto técnico, el sistema está programado en JavaScript, de manera que la carga del sistema es sencilla y rápida.

Esta herramienta fue diseñada de acuerdo a los parámetros de sencillez de uso, estabilidad y cumplimiento de los lineamientos y estándares del Ministerio de Educación."""
"253","Ikiama Nukuri","Ikiama Nukuri ha estado trabajando en colaboración con la Nacionalidad Achuar del Ecuador para desarrollar un modelo de atención de  salud en una manera que sea culturalmente apropiada, empoderadora y sostenible.","La misión de Ikiama Nukuri es fortalecer y amplificar las voces colectivas de mujeres indígenas para mejorar la salud materna, infantil y reproductiva de las nacionalidades indígenas en la Amazonía Ecuatoriana. Ikiama Nukuri entrena a promotoras de salud"
"151","Image Tech","Mediante asesorias digitales, desarrollo iterativo de e-commerce, websites, cloud computing , e- banking llevan a las empresas a una trasformación digital para aumentar sus ingresos","En Image Tech apostamos a facilitar la sinergia entre tu negocio, el mercado y tus potenciales clientes a una trasformación digital para aumentar sus ingresos"
"80","Impaqto","""Una escuela de innovación de triple impacto
social, ambiental y económico."" , MPAQTO es una empresa B dedicada a apoyar a los agentes de cambio","IMPAQTO es una empresa B dedicada a apoyar a los agentes de cambio: emprendedores, freelancers, PYMES, corporativos e intraemprendedores para construir un ecosistema en el que todos crezcamos de una manera sostenible para el planeta y nuestras comunidades."
"108","Impulso Cultura","Apoyo al sector artístico","Solución financiera que fomenta y desarrolla las actividades creativas para incentivar el ejercicio de los derechos culturales de artistas y gestores vinculados a la cadena productiva del sector."
"82","Impulso Joven","Busca fortalecer el desarrollo y sostenibilidad de los emprendimientos Ecuatorianos.","Impulso Joven, es el nombre de la política pública nacional de juventudes de nuestro país, coordinado por la secretaría técnica de juventudes del Ecuador ."
"197","Iniciativa Caja de herramientas","Facilita la gestión local desde la cualificación de su gestión en distintas áreas. Proporciona elementos para la comprensión, la investigación y el debate sobre la pertinencia de las políticas y normativas públicas locales. Genera mecanismos e incentivos para gobiernos locales, mediante procesos formativos y de intercambio de experiencias.","Es una sistematización de experiencias de gestión, legales, normativas, instrumentales, metodológicas que pueden ser compartidas, intercambiadas y retroalimentadas para uso, aplicación y fortalecimiento de los gobiernos locales."
"98","Innobis","Busca estimular el contacto y formación de redes con actores afines por medio del uso del espacio como medio de sinergia de las iniciativas que funcionan.","INNOBIS  es un Centro de Emprendimiento e Innovación apoyado, inicialmente, por el Consorcio Nobis y KrugerLabs. Será mucho más que un espacio físico, será una empresa que a través de varias herramientas acelere la evolución de proyectos innovadores, con alto potencial de crecimiento e internacionalización."
"67","Insight Bites","Por medio de charlas online (instagram live) ayudan a los emprendedores a conocer sobre Marketing Digital, emprendimiento, branding, relaciones públicas para que pongan en marcha sus ideas de negocio","Insight Bites es un espacio que hemos creado junto a nuestro fundador Guillermo Vizcaino para compartirles conocimiento y resolver dudas sobre Marketing Digital, Emprendmiento, Branding, Relaciones Públicas y mucho más desde nuestro Instagram Live de lunes a viernes de 21h00 a 21h30"
"112","Invernadero","Salas multifuncionales para generar lazos a partir de la teoría del espacio.","Incubadora de negocios, enfocada en pequeños negocios que requieren apoyo constante, salas multifuncionales para generar lazos a partir de la teoría del espacio que nosotros conocemos."
"20","Inversión Ángel","Creación de emprendimientos sostenibles, con alianzas estratégicas por medio del nexo entre innovadores con inversionistas ángeles que dan un financiamiento en etapas tempranas siendo un capital inteligente porque viene acompañado de un socio estratégico","Empresa de consultoría que promueve el emprendimiento en el Ecuador a través de asesorías, capacitaciones, organización de eventos y publicaciones entre los inversionistas para la creación de emprendimientos."
"54","Investigación","A traves de charlas y coloquios e investigación se diseña política pública adaptada al contexto local. El laboratorio interconecta problemas, identifica áreas críticas y diseña políticas basadas en evidencia.","La propuesta de investigación de CTS LAB se basa en la metodología de investigación-acción para co-diseñar política pública adaptada al contexto local con implementación experimental"
"127","Jardineras Biofiltrantes","Mediante tecnología vermifiltro implantada en una jardinera se realiza el tratamiento de aguas negras para lugares sin alcantarillado obteniendo hummus y agua de riego","Estas jardineras se realizan con un vermifiltro. El vermifiltro es uno de los mejores inventos de las últimas dos décadas en relación al tratamiento descentralizado de aguas negras. Es un sistema aeróbico, la descomposición de la materia orgánica está realizada principalmente por lombrices (eisenia foetida), bacterias y otros microorganismos aeróbicos cuyo principal subproducto es humus. El mantenimiento de estos sistemas es simple y solo requiere un cambio de sustrato una vez al año."
"170","Jovenes Ejemplares","Uso de TIC's para coordinar acciones multidisciplinarias entres diversos actores.","Es un proyecto de  la M. I. Municipalidad de Guayaquil con el apoyo de Fundación Ecuador, que motiva el espíritu de superación de los jóvenes estudiantes de bachillerato de los colegios fiscales y fiscomisionales, e incentiva a los padres de familia a darles su apoyo incondicional a para que sean excelentes estudiantes y culminen con éxito el bachillerato."
"32","Junt@s","Por medio de una aplicación permite combatir con la violencia de género, puesto que puede hacer una llamada de auxilio. Ayuda a detectar los primeros signos de violencia de género","La aplicación Junt@s es una herramienta informática dirigida principalmente a mujeres que sufren de violencia de género, también está destinada a cualquier persona que detecte en su entorno una posible situación de violencia de género y a toda persona interesada en general."
"106","Juntos","Administración en grupos.","JUNTOS financia proyectos de emprendimiento dirigidos por un grupo desde 2 personas hasta 5 personas naturales, de nacionalidad ecuatoriana, en relación de dependencia y/o que realicen actividades empresariales o en libre ejercicio profesional, asociadas bajo la figura de un Consorcio Mercantil."
"58","Jóvenes IN","Por medio de la plataforma web, permite transformar la visión de los jóvenes al capacitar en habilidades para la vida, también prepara para el empleo al dar capacitaciones en habilidades para el empleo finalmente capacíta en áreas técnicas para especialización de acuerdo al perfil del jóven","El futuro de los jóvenes lo tenemos que construir hoy, te preparamos por la ruta al empleo con capacitaciones presenciales, online y formación técnica, así engrandeces tu conocimiento para empezar tu vida laboral y ser parte de los jóvenes que cambiarán su visión."
"358","Kapawi","La propuesta de turismo comunitario y sostenible con el medioambiente se ha convertido en un emblema y un ejemplo a nivel regional; además Kapawi contribuye al desarrollo socio-económico de la nacionalidad Achuar.","Kapawi Ecolodge & Reserve es uno de los destinos turísticos preferidos en la amazonía ecuatoriana desde 1996. Gracias a la experiencia de conocer en profundidad la cultura Achuar, por sus prácticas respetuosas con el medio ambiente, excelencia en la calidad y cumplimiento de las normas internacionales de turismo sostenible"
"208","Kbus","La iniciativa permite a los usuarios movilizarse de manera eficiente en el transporte público.","Es un sistema de apoyo al transporte público para la gestión de la recaudación, monitoreo y control de flotas de buses dentro de las ciudades."
"284","Kikuyo","Kikuyo tiene como objetivo reducir la generación de basura innecesaria a través del uso de productos reutilizables.","Kikuyo Ecuador es una empresa 100% ecuatoriana, enfocada en la producción y comercialización de productos para el hogar; sostenibles, naturales, amigables con el medio ambiente y sobre todo, prácticos, que nos permiten reemplazar el plástico y los desechables que utilizamos a diario."
"132","LA NARANJA CIENTÍFICA","Con esta actividad deseamos fortalecer la memoria, el razonamiento lógico, la colaboración; incentivar la motivación para encontrar su pasión y promover el desarrollo de herramientas para investigar en niños, niñas y jóvenes.","""“La Naranja Científica” llevará talleres, charlas y juegos para despertar la curiosidad y el pensamiento crítico de niños, niñas, jóvenes y sus familias.
 Demostramos que la ciencia es divertida: creando, experimentando y explorando nuestro universo a través de actividades lúdicas."""
"27","LABIN","Educa a niños y jovenes sobre como diseñar e innovar soluciones para problemas globales, mediante herramientas modernas de diseño y fabricación digial, así como herramientas de educación inmersiva y robótica","Espacio para la aplicación de MODERNAS METODOLOGÍAS DE PENSAMIENTO DE DISEÑO, donde niños y jóvenes bajo el programa “PIENSAIN” diseñan e innovación soluciones para resolver un problema global"
"338","La Casa del Árbol","Hay dos etapas: la primera que consiste en la formación de promotores infantiles, para que sean los mismos niños quienes establezcan campañas de sensibilización en sus escuelas; en la segunda etapa, hay la participación de los maestros, introduciendo la metodología “La Casa del Árbol”, con actividades que fortalecen el aprendizaje de los alumnos.","El proyecto ""Casa del Árbol"" del Gobierno Autónomo Descentralizado Municipal de Riobamba tiene como objetivo precautelar la salud de los niños, niñas y jóvenes a través de capacitaciones en educación nutricional y salud preventiva; en aras de prevenir el consumo de drogas. El proyecto ha trabajado con 31 instituciones educativas, 32 barrios y comunidades de los sectores urbanos y rurales."
"312","La Naranja Científica","Demostrar que la ciencia es divertida: creando, experimentando y explorando el universo a través de actividades lúdicas","Con esta actividad desean fortalecer la memoria, el razonamiento lógico, la colaboración; incentivar la motivación para encontrar la pasión y promover el desarrollo de herramientas para investigar en niños, niñas y jóvenes.
Este proyecto ha sido ejecutado durante tres años en el Museo Interactivo de Ciencia, como talleres vacacionales, fortaleciendo la experiencia de sus talleristas y del contenido que comparten."
"318","La inclusión social a través del baloncesto en jóvenes de los sectores urbano-marginales de la provincia de Imbabura","El proyecto busca promover la actividad formativa y especializada en baloncesto, incluyendo también la atención y seguimiento psicológica, movilización y equipamiento deportivo de los adolescentes. Se complementará con talleres, liderados por especialistas, sobre inclusión social de jóvenes que estará dirigido a los adolescentes y sus familias.","La iniciativa busca promover la inclusión social a través de la actividad formativa y especializada en baloncesto de adolescentes pertenecientes a los sectores marginales de la provincia de Imbabura, beneficiando a adolescentes que viven en entornos de marginación social, en los que la mayoría tienen circunstancias personales desfavorables, que pueden conducirles a caer en reiteradas conductas perjudiciales y antisociales como el consumo de drogas y alcohol. Además, suelen presentar una falta de recursos para poder desenvolverse en la vida y el entorno donde viven, incluyendo la falta de medios de relación interpersonal y expectativas de futuro."
"269","La semilla ha sido sembrada","Campaña de plantación de árboles con doble finalidad, aumentar el número de árboles y estimular a agricultores a proteger pozos pequeños de agua, así como vincular a toda la familia en el cuidado de los mismos a través de los años.","Iniciativa de reforestación en la cual PROTOS suministró 20.000 plantas y árboles a más de 80 agricultores en las cuencas de los ríos Mate y Verde entre 2017 y 2019."
"294","Lab Urbano Sostenible Quito","Iniciativa dirigida a la comunidad interesada en el desarrollo urbano sostenible de Quito, impulsada por Uribe y Schwarzkopf y co-gestionada por IMPAQTO.","Lab Urbano Sostenible Quito es un espacio de encuentro, exhibición, aprendizaje y diálogo para grandes y chicos con un componente fuerte de arquitectura, diseño y sostenibilidad en Quito."
"322","LabCívico Ecuador","LabCívico se convierte en una red multi sector en Ecuador para contribuir al desarrollo inclusivo y sostenible a través del uso efectivo las nuevas tecnologías digitales y los datos abiertos.","LabCívico es una metodología desarrollada a través de talleres presenciales, en la cual los jóvenes podrán realizar una planificación estratégica colaborativa aprovechando las herramientas tecnológicas y comunicacionales para incidir en políticas públicas y, de esta forma, alcanzar cambios sociales.
Esta iniciativa inicia en Ecuador bajo el marco del proyecto Escuela de Incidencia junto a Datalat y Fundación Ciudadanía Inteligente."
"335","Laboratorio Urbano de Ambato","Fortalecer la gestión municipal y actores locales para co-construir propuestas e iniciativas de cambio y adaptación, con un nuevo enfoque de gestión integral de riegos presentes y futuros, para generar buenas prácticas que puedan expandirse al resto de la ciudad y eventualmente a otras ciudades en riesgo.","El Programa Ciudades Intermedias Sostenibles (CIS), a través de su Laboratorio Urbano en Ambato, busca generar conciencia y fomentar la corresponsabilidad ciudadana en torno a la temática de movilidad sostenible y energía eficiente, de modo que la política local considere las demandas ciudadanas e incluya un enfoque global de derechos."
"369","Laboratorio Urbano de Latacunga","La Agenda de Acción Ciudadana pretende promover la construcción de políticas publicas integrales que protejan los derechos de la población y aceleren acciones contra el cambio climática con una ciudadanía corresponsable.","La agenda ciudadana es un hito del Laboratorio Urbano de Latacunga que nace desde la ciudadanía para recoger demandas, visiones y propuestas que contribuyan a transformar la ciudad. Esto mediante un enfoque de derechos humanos, participación y cambio climático."
"334","Laboratorio Urbano de Latacunga","Fortalecer la gestión municipal y actores locales para co-construir propuestas e iniciativas de cambio y adaptación, con un nuevo enfoque de gestión integral de riegos presentes y futuros, para generar buenas prácticas que puedan expandirse al resto de la ciudad y eventualmente a otras ciudades en riesgo.","Laboratorio Urbano de “Gestión de riesgos, resiliencia y adaptación al cambio climático” de Latacunga. Implementado por Grupo FARO y el Programa de Ciudades Intermedias Sostenibles de la Cooperación Técnica Alemana (GIZ-Ecuador), contribuye al desarrollo de una ciudad resiliente, mediante políticas públicas, medidas para la corresponsabilidad ciudadana y el fortalecimiento de capacidades de los actores locales, en torno a la gestión integral de riesgos y adaptación al cambio climático"
"186","Laboratorio de Ideas Tungurahua","Es una iniciativa conjunta que incorpora a varios actores, aliados estratégicos e instituciones públicas y privadas; que se orienta a impulsar acciones colectivas encaminadas a dar soluciones locales en el marco de la reactivación económica y a la movilidad sostenible en la ciudad de Ambato y la provincia de Tungurahua.","Uno de los mecanismos con el cual arranca esta iniciativa es la Primera Convocatoria Abierta para diseñar soluciones de implementación inmediata en el contexto del COVID-19. Se dirige a emprendedores que tengan proyectos o ideas de
negocio asociativas, multidisciplinares e innovadoras. Se busca en los proyectos
un enfoque en la sostenibilidad social, ambiental y económica y se promueve el intercambio de ideas y la inteligencia colectiva."
"60","Laboratorio de Incidencia Ciudadana","Plataforma virtual que permite a los participantes conocer e interactuar con otras personas que están buscando alternativas para problemas similares en diferentes provincias del país.","Los laboratorios de incidencia son un espacio de experimentación y co-creación que proponen el uso de herramientas y metodologías para la construcción de planes de incidencia donde ciudadanos, mentores y especialistas tienen una gestión compartida en la construcción de propuestas. Estos espacios impulsan una forma de participación ciudadana vinculada al diseño de nuevas alternativas para los retos sociales."
"44","Laboratorio de innovación","Simplifican la operación automatizando los procesos de apoyo y las reglas de negocio","Apoyamos a las empresas en su estrategia para adaptarse ágilmente a los desafíos del mercado. Simplificamos la operación automatizando los proceso de apoyo y las reglas de negocio. mplementamos soluciones de clase mundial en API MANAGEMENT, BPM, RPA, ODM, ECM y SOA.Somos GOLD Partner de IBM y contamos con casos de éxito a nivel internacional."
"134","Lean Startup","Mediante la implementación de la metodología llamada lean startup, logran aumentar las tasas de éxito al momento de emprender","El método Lean Startup es un conjunto de prácticas orientadas a ayudar a los emprendedores a incrementar las probabilidades para que una Startup tenga éxito. No se trata de describir unos pasos mágicos, sino más bien desarrollar una filosofía empresarial innovadora que ayuda a los emprendedores a escapar de las trampas del pensamiento empresarial tradicional."
"230","Legal design thinking","Generar un ecosistema de innovación legal dentro del equipo legal del cliente, con base en los profundos cambios que se están dando en el ejercicio del Derecho a nivel global.","Diseño de servicios legales, diseño de visuals contracts, diseño del propósito del área legal y capacitaciones de innovación legal, visual thinking, storytelling y legal design."
"121","Libera tu libro","Mediante una plataforma web se comparten audiolibros compartidos por la comunidad lectora para difundir una cultura de lectura","Comparte ese libro que cambió tu vida y libéralo. Únete a nuestra iniciativa y llenemos el mundo de letras  lectora para difundir una cultura de lectura."
"18","Lift-Off","Programa que soluciona el problema de monitorear sistemas automatizados complejos atravez de un hardware RT, que cuenta con inteligencia artifical y machine learning para analizar los datos en tiempo real y encontrar oportunidades de mejora automáticamente.","""Las industrias siempre han sido un referente en infraestructura de redes.Desde los sensores hasta los switches, y más allá hasta los controladores, todos juntos se convierten en sistemas de automatización complejos, los cuales pueden ser difíciles de monitorear e incluso puede ser más difícil detectar un fallo del sistema."
"128","Lunas","Producto para el cuidado femenino diseñado con materiales biodegradables para reemplazar las toallas sanitarias desechables.","Toallas femeninas hechas de manera local y artesanalmente con materiales biodegradables para promover el cuidado al medio ambiente y brindar protección e higene en la salud de la mujer."
"264","LÍDER LAB JUVENIL","Los jóvenes interesados podrán participar por un fondo semilla con el cual podrán implementar su iniciativa. La propuestas de iniciativas deben orientarse a solucionar problemáticas del Cantón Portoviejo, de las Islas Galápagos y del Cantón Urcuquí.","Es un programa que seleccionará a los 100 líderes juveniles con el fin de que tengan una oportunidad extraordinaria para incidir en el futuro de sus vidas por medio del fortalecimiento de sus habilidades de liderazgo y el apoyo para hacer realidad iniciativas que incidan de manera positiva en sus comunidades."
"26","MIPROLAB","Articulación y fomento de un ecosistema de emprendimiento, asistiendo técnicamente a todas las instituciones públicas y privadas que brinden atención a los emprendedores a nivel nacional.","Fomenta el desarrollo de proyectos de emprendimiento innovador, en su MIPROLAB, a través de una amplia oferta de servicios empresariales, totalmente gratuitos, como asesoramiento y acompañamiento técnico desde la idea original hasta que ésta se convierta en un negocio."
"268","Manejo Inteligente de mis finanzas","Apostar por una mejora en el ámbito de la economía social y solidaria al fortalecer las capacidades de socios, clientes y usuarios del Sistema Financiero Nacional, principalmente para manejar sus finanzas personales.","Promover las capacidades de gestión financiera de los clientes, socios y usuarios del SFN para el manejo sostenible de sus recursos personales, familiares y de emprendimientos."
"365","Manejo de desechos orgánicos e inorgánicos en los barrios y comunidades de la parroquia rural de Nanegalito","Se construyeron e instalaron 16 depósitos de basura, ofreciendo a cada una de las comunidades de la parroquia un lugar adecuado para disponer los residuos sólidos. Después se realizó una capacitación con adultos en la cabecera parroquial y con niños de las escuelas de la parroquia con un alcance de aproximadamente el 50% de las familias.","El objetivo general de este proyecto era apoyar a las comunidades y a la Parroquia de Nanegalito en el correcto manejo de desechos sólidos, promoviendo la cultura del reciclaje y reutilización, disminuyendo los impactos ambientales y mejorando la calidad de vida de los habitantes rurales y campesinos."
"331","Manejo de reciclados y desechos - Reciclador de aguas grises","Es realizado el mantenimiento del sistema de aguas grises a cada 7 años. Se recoge el agua de cocina, ducha y lavadora o tanque. En los diferentes tanques queda la grasa y los químicos para finalmente tener agua apta para riego. En este sistema apto para el campo son reutilizados alrededor de 50 litros diarios de 2 viviendas con 4 personas cada.","La iniciativa nació debido a que la comunidad está ubicada en un sitio sin agua para consumo humano lo que la obligó a buscar alternativas para recolectar el agua de la lluvia y el ambiente. Reciclar el agua que sale de las viviendas para nuevamente utilizar y disminuir al máximo el agua limpia en el consumo diario."
"129","Mapeo de Información Existente","Mediante una matriz de indicadores de una página web, se puede conocer la información disponible en cuanto a datos del DMQ, donde se indica la fuente de información, periocidad y desagregación geográfica","Se presenta un listado de la información existente sobre el DMQ por tema, fuente, nivel de desagregación y periodicidad de los datos de una pagina"
"164","Maquita Agro","Producción basada en economía popular y solidaria.","""Practicamos la equidad y solidaridad
en la producción, transformación, comercialización
y consumo responsable de productos sanos."" es una producción basada en economía popular y solidaria."
"166","Maquita Productos","Producción sostenible y soluciones para crear redes de producción como un esfuerzo comunitario.","La FUNDACION MAQUITA trabaja hace 30 años en Economía Social y Solidaria. Desde 1985, impulsa emprendimientos productivos, comerciales y asociativos que agrupan a más de 500.000 participantes, de los cuales el 45% corresponde a mujeres, con el objetivo principal de mejorar su calidad de vida. Nuestro principio fundamental es entregar productos y servicios de alta calidad, adaptados a las necesidades de los diferentes mercados, ofreciendo innovación continua y atención personalizada a nuestros clientes."
"165","Maquita Turismo","Turismo eco-amigable.","Maquita Turismo es un tour operador con más de 17 años de experiencia en turismo responsable, su misión se sustenta en proporcionar a sus clientes servicios y productos turísticos con experiencias enriquecedoras en donde la calidad, confort y hospitalidad es lo primordial, todo esto con un gran compromiso social y ambiental."
"276","Marca Patito","Marca patito es un distribuidor de productos zero-waste a domicilio. Ofrece planes para usuarios desde 10 dólares al mes.","Marca Patito tiene como objetivo ser un canal de distribución de productos zero waste para promover la economía circular, aliándose con varias marcas e iniciativas que cumplan con vender productos zero waste."
"316","Marca sostenible TRÜ - Abastecimiento sostenible","Abastecimiento sostenible: Implementación de tecnología Blockchain que busca garantizar compra segura a precios justos y soporte técnico en las actividades productivas de los proveedores.","La plataforma ofrece una conexión permanente y con información en tiempo real, permitiendo la trazabilidad de todos los productos. Así, la cadena se vuelve más eficiente y la empresa mantiene una conexión con todos sus eslabones, desde los proveedores en el campo hasta los hogares de los consumidores. La digitalización permite ofrecer respuestas más ágiles a sus requerimientos de información y facilita la coordinación en los procesos de recolección de leche. 
Adicionalmente a los ordeñadores se ofrece la oportunidad de crecimiento conjunto y de mejora a través de capacitación y certificaciones."
"232","Master Business Administrator MB3","Es un software multiplataforma que posibilita el manejo multi-empresa, y multi-sucursal con procesos 100% en línea en tiempo real. Además permite desplegar procesos de contabilidad totalmente integrada con cumplimiento fiscal.","Software ERP, diseñado a detalle para proporcionar un entorno de trabajo fácil e intuitivo, diseñado específicamente para Comercios y Retail,  especialmente para el control de Comercios."
"183","MasterMind","Uso de construcción de modelos tridimensionales con piezas de Lego® para facilitar la reflexión, la comunicación, el trabajo en equipo y la resolución de problemas. Desing Thinking. Canvas. Gamification.","Desarrolladora de soluciones para las necesidades de proyectos que requieren pensamiento estratégicocon el uso de construcción de modelos tridimensionales con piezas de Lego®. 
 Desing Thinking. Canvas. Gamification."
"311","Me sumo y me asumo","Proponer desde el gobierno una iniciativa de cambio en los valores sociales para la no discriminación de la población GLBTI","Se trata de una campaña para locales inclusivos y espacios libres de discriminación para con personas GLBTI. Hacen parte 52 establecimientos que se unen a la iniciativa"
"372","Mi Barrio Más Limpio","La iniciativa ayudará a solucionar el problema ambiental y aportará a la construcción de una ciudad sostenible, amigable con el planeta y con compromiso social para sus futuras generaciones. Además, generará educación ciudadana y ambiental e impulsará la iniciativa ciudadana para crear mecanismo que nos conduzcan a ser una ciudad limpia y ordenada.","San Sebastián al ser un barrio comercial un aspecto que lo afecta es la basura. La iniciativa busca generar un espacio de educación ambiental para frenar y prevenir la problemática, aportando a la construcción de una ciudad sostenible, amigable con el planeta y con compromiso social para sus futuras generaciones. Además, generará educación ciudadana y ambiental e impulsará la iniciativa ciudadana para crear mecanismo que nos conduzcan a ser una ciudad limpia y ordenada."
